ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile
arabic-2025_iiitoflee-1,,arabic,2025_iiitoflee,blṭ,bltˤ,b l tˤ,,,1592,,^ b l tˤ $,default
ps-2026_tobeoldwornout-1,,ps,2026_tobeoldwornout,*bly,blj,b l j,,,1594,,^ b l j $,default
akkadian-2027_tobecomeextinguishedtocometoanend-1,,akkadian,2027_tobecomeextinguishedtocometoanend,balû,balû,b a l û,,,1594,,^ b a l û $,default
hebrew-2028_tobewornout-1,,hebrew,2028_tobewornout,bly,blj,b l j,,,1594,,^ b l j $,default
hebrew-2029_woodblockasfuel-1,,hebrew,2029_woodblockasfuel,būl,buːl,b uː l,,,1594,,^ b uː l $,default
syriac-2030_tobewornoutoldtoage-1,,syriac,2030_tobewornoutoldtoage,bly,blj,b l j,,,1594,,^ b l j $,default
arabic-2031_tobeoldwornout-1,,arabic,2031_tobeoldwornout,bly,blj,b l j,,,1594,,^ b l j $,default
geez-2032_becomeold-1,,geez,2032_becomeold,balbala,balbala,b a l b a l a,,,1594,,^ b a l b a l a $,default
geez-2031_tobeoldwornout-1,,geez,2031_tobeoldwornout,balya,balja,b a l j a,,,1594,,^ b a l j a $,default
ps-2033_tospendthenight-1,,ps,2033_tospendthenight,*byt,bjt,b j t,,,1595,,^ b j t $,default
akkadian-2034_tostayovernightspendthenighttodelay-1,,akkadian,2034_tostayovernightspendthenighttodelay,bâtu,bâtu,b â t u,,,1595,,^ b â t u $,default
ugaritic-2035_tostaythenight-1,,ugaritic,2035_tostaythenight,bt,bt,b t,,,1595,,^ b t $,default
syriac-2036_tospendthenightlodge-1,,syriac,2036_tospendthenightlodge,bwt,bwt,b w t,,,1595,,^ b w t $,default
arabic-2037_tospendthenighttodosthatnight-1,,arabic,2037_tospendthenighttodosthatnight,byt,bjt,b j t,,,1595,,^ b j t $,default
geez-2038_toperseverepersistlaststay-1,,geez,2038_toperseverepersistlaststay,betata,betata,b e t a t a,,,1595,,^ b e t a t a $,default
ps-2039_tobecompletetocometoanend-1,,ps,2039_tobecompletetocometoanend,*gmr,gmr,g m r,,,1597,,^ g m r $,default
akkadian-2040_tobringtoanendtoannihilatetospendtofinishtocometoanend-1,,akkadian,2040_tobringtoanendtoannihilatetospendtofinishtocometoanend,gamāru,gamaːru,g a m aː r u,,,1597,,^ g a m aː r u $,default
ugaritic-2041_totalitytotal-1,,ugaritic,2041_totalitytotal,tgmr,tgmr,t g m r,,,1597,,^ t g m r $,default
hebrew-2042_tocometoanend-1,,hebrew,2042_tocometoanend,gmr,gmr,g m r,,,1597,,^ g m r $,default
syriac-2043_tocompletebringtoanendaccomplishtofailcometoanendperishbedestroyed-1,,syriac,2043_tocompletebringtoanendaccomplishtofailcometoanendperishbedestroyed,gmr,gmr,g m r,,,1597,,^ g m r $,default
arabic-2044_iitocollect-1,,arabic,2044_iitocollect,ǯmr,gmr,g m r,,,1597,,^ g m r $,default
geez-2045_accomplishcompleteperfectconsummatebringtoanendcontaincomprehendincludecompletely-1,,geez,2045_accomplishcompleteperfectconsummatebringtoanendcontaincomprehendincludecompletely,ˀagmara,ʔagmara,ʔ a g m a r a,,,1597,,^ ʔ a g m a r a $,default
ps-2046_tobesharp-1,,ps,2046_tobesharp,*ḥdd,ħdd,ħ d d,,,1598,,^ ħ d d $,default
akkadian-2047_tobeorbecomepointeddtoactquickly-1,,akkadian,2047_tobeorbecomepointeddtoactquickly,edēdu,edeːdu,e d eː d u,,,1598,,^ e d eː d u $,default
hebrew-2048_tobequickhiptosharpen-1,,hebrew,2048_tobequickhiptosharpen,ḥdd,ħdd,ħ d d,,,1598,,^ ħ d d $,default
arabic-2049_toedgetosharpen-1,,arabic,2049_toedgetosharpen,ḥdd,ħdd,ħ d d,,,1598,,^ ħ d d $,default
ps-2050_tobeparchedshrivelled-1,,ps,2050_tobeparchedshrivelled,*ḥmdr,ħmdr,ħ m d r,,,1599,,^ ħ m d r $,default
akkadian-2051_shrivelledorwithered-1,,akkadian,2051_shrivelledorwithered,ḫamadīru,xamadiːru,x a m a d iː r u,,,1599,,^ x a m a d iː r u $,default
ugaritic-2052_parchedfield-1,,ugaritic,2052_parchedfield,ḥmdrt,ħmdrt,ħ m d r t,,,1599,,^ ħ m d r t $,default
arabic-2053_intenselyhot-1,,arabic,2053_intenselyhot,muḥtamid-,muħtamid-,m u ħ t a m i d,,,1599,,^ m u ħ t a m i d - $,default
ps-2054_speltemmer-1,,ps,2054_speltemmer,*kunāṯ-,kunaːθ-,k u n aː θ,,,1600,,^ k u n aː θ - $,default
akkadian-2055_speltemmerwheat-1,,akkadian,2055_speltemmerwheat,kunāšu,kunaːʃu,k u n aː ʃ u,,,1600,,^ k u n aː ʃ u $,default
ps-2056_tobeinfronttoprecede-1,,ps,2056_tobeinfronttoprecede,*ḳdm,qˤdm,qˤ d m,,,1601,,^ qˤ d m $,default
arabic-2057_toprecedegobeforelead-1,,arabic,2057_toprecedegobeforelead,qdm,qdm,q d m,,,1601,,^ q d m $,default
geez-2058_gobeforecomebeforeprecedebeginhaveprioritybefirstbeaheadofsurpass-1,,geez,2058_gobeforecomebeforeprecedebeginhaveprioritybefirstbeaheadofsurpass,ḳadama,qˤadama,qˤ a d a m a,,,1601,,^ qˤ a d a m a $,default
ps-2059_tobenear-1,,ps,2059_tobenear,*ḳrb,qˤrb,qˤ r b,,,1602,,^ qˤ r b $,default
ugaritic-2060_toapproach-1,,ugaritic,2060_toapproach,ḳrb,qˤrb,qˤ r b,,,1602,,^ qˤ r b $,default
syriac-2061_toapproachtobenear-1,,syriac,2061_toapproachtobenear,ḳrb,qˤrb,qˤ r b,,,1602,,^ qˤ r b $,default
ps-2062_tick-1,,ps,2062_tick,"*ḳʷVrVd-, *ḳVrd-",qˤʷ-r-d-,qʷˤ r d,,,1604,,^ qˤʷ - r - d - $,default
syriac-2062_tick-1,,syriac,2062_tick,ḳerdā,qˤerdaː,qˤ e r d aː,,,1604,,^ qˤ e r d aː $,default
arabic-2063_teignetick-1,,arabic,2063_teignetick,qurd-,qurd-,q u r d,,,1604,,^ q u r d - $,default
ps-2064_topluckoff-1,,ps,2064_topluckoff,*ḳṭp,qˤtˤp,qˤ tˤ p,,,1605,,^ qˤ tˤ p $,default
akkadian-2065_toplucktopicktocutoff-1,,akkadian,2065_toplucktopicktocutoff,ḳatāpu,qˤataːpu,qˤ a t aː p u,,,1605,,^ qˤ a t aː p u $,default
hebrew-2066_topluckofftwigsearsofcorn-1,,hebrew,2066_topluckofftwigsearsofcorn,ḳṭp,qˤtˤp,qˤ tˤ p,,,1605,,^ qˤ tˤ p $,default
syriac-2067_topluckoffcollectharvest-1,,syriac,2067_topluckoffcollectharvest,ḳṭp,qˤtˤp,qˤ tˤ p,,,1605,,^ qˤ tˤ p $,default
arabic-2068_tocollectfruits-1,,arabic,2068_tocollectfruits,qṭf,qtˤf,q tˤ f,,,1605,,^ q tˤ f $,default
geez-2069_topickflowerstoplucktosnap-1,,geez,2069_topickflowerstoplucktosnap,ḳaṭafa,qˤatˤafa,qˤ a tˤ a f a,,,1605,,^ qˤ a tˤ a f a $,default
ps-2070_towear-1,,ps,2070_towear,*lbš,lbʃ,l b ʃ,,,1606,,^ l b ʃ $,default
akkadian-2071_toputonclothingtoclotheoneselftoclothesomebodytocover-1,,akkadian,2071_toputonclothingtoclotheoneselftoclothesomebodytocover,labāšu,labaːʃu,l a b aː ʃ u,,,1606,,^ l a b aː ʃ u $,default
ugaritic-2072_todresswearputonclothes-1,,ugaritic,2072_todresswearputonclothes,lbš,lbʃ,l b ʃ,,,1606,,^ l b ʃ $,default
hebrew-2070_towear-1,,hebrew,2070_towear,lbš,lbʃ,l b ʃ,,,1606,,^ l b ʃ $,default
syriac-2073_toclotheoneselfwithagarment-1,,syriac,2073_toclotheoneselfwithagarment,lbš,lbʃ,l b ʃ,,,1606,,^ l b ʃ $,default
arabic-2074_toputontowear-1,,arabic,2074_toputontowear,lbs,lbs,l b s,,,1606,,^ l b s $,default
geez-2075_clotheoneselfputonclotheswearclothesomebody-1,,geez,2075_clotheoneselfputonclotheswearclothesomebody,labsa,labsa,l a b s a,,,1606,,^ l a b s a $,default
ps-2076_hundred-1,,ps,2076_hundred,*miˀ-at-,miʔ-at-,m i ʔ a t,,,1607,,^ m i ʔ - a t - $,default
akkadian-2076_hundred-1,,akkadian,2076_hundred,meat/mât/mē,meat,m e a t,,,1607,,^ m e a t $,default
ugaritic-2077_hundredonehundred-1,,ugaritic,2077_hundredonehundred,mˀit,mʔit,m ʔ i t,,,1607,,^ m ʔ i t $,default
hebrew-2076_hundred-1,,hebrew,2076_hundred,meā,meaː,m e aː,,,1607,,^ m e aː $,default
arabic-2076_hundred-1,,arabic,2076_hundred,miˀat-,miʔat-,m i ʔ a t,,,1607,,^ m i ʔ a t - $,default
geez-2078_hundredcentury-1,,geez,2078_hundredcentury,məˀət,məʔət,m ə ʔ ə t,,,1607,,^ m ə ʔ ə t $,default
ps-2079_toask-1,,ps,2079_toask,*šˀl,ʃʔl,ʃ ʔ l,,,1608,,^ ʃ ʔ l $,default
akkadian-2080_toasktoinquiretointerrogatetoaskforsomething-1,,akkadian,2080_toasktoinquiretointerrogatetoaskforsomething,šâlu/šaˀālu,ʃâlu,ʃ â l u,,,1608,,^ ʃ â l u $,default
ugaritic-2081_toaskrequest-1,,ugaritic,2081_toaskrequest,šˀl,ʃʔl,ʃ ʔ l,,,1608,,^ ʃ ʔ l $,default
hebrew-2082_toasktobegfortodemand-1,,hebrew,2082_toasktobegfortodemand,šˀl,ʃʔl,ʃ ʔ l,,,1608,,^ ʃ ʔ l $,default
arabic-2083_toaskinquiretoaskordemandforsomething-1,,arabic,2083_toaskinquiretoaskordemandforsomething,sˀl,sʔl,s ʔ l,,,1608,,^ s ʔ l $,default
geez-2084_toaskenquiremakearequestpraybeg-1,,geez,2084_toaskenquiremakearequestpraybeg,saˀala/səˀla,saʔala,s a ʔ a l a,,,1608,,^ s a ʔ a l a $,default
ps-547_kindofwildcat-2,,ps,547_kindofwildcat,*ˁVrw/y-,ʕ-rw,ʕ r w,,,1609,,^ ʕ - r w $,default
arabic-282_lion-1,,arabic,282_lion,ˁurwat-,ʕurwat-,ʕ u r w a t,,,1609,,^ ʕ u r w a t - $,default
ps-528_kindofbird-7,,ps,528_kindofbird,*ˁVsVb-,ʕ-s-b-,ʕ s b,,,1610,,^ ʕ - s - b - $,default
akkadian-2085_einvogelabird-1,,akkadian,2085_einvogelabird,usābu,usaːbu,u s aː b u,,,1610,,^ u s aː b u $,default
arabic-2086_aspeciesofpartrige-1,,arabic,2086_aspeciesofpartrige,yaˁsūb-,jaʕsuːb-,j a ʕ s uː b,,,1610,,^ j a ʕ s uː b - $,default
ps-875_kid-1,,ps,875_kid,"*ˁayp-, *pa(y)ˁ-",ʕajp-,ʕ a j p,,,1612,,^ ʕ a j p - $,default
arabic-2087_chevreaukid-1,,arabic,2087_chevreaukid,faˁfaˁ-,faʕfaʕ-,f a ʕ f a ʕ,,,1612,,^ f a ʕ f a ʕ - $,default
ps-2088_toslaughter-1,,ps,2088_toslaughter,*ṭbḥ/*ṭbḫ,tˤbħ,tˤ b ħ,,,1613,,^ tˤ b ħ $,default
akkadian-2089_toslaughterbutchertoslitthethroat-1,,akkadian,2089_toslaughterbutchertoslitthethroat,ṭabāḫu,tˤabaːxu,tˤ a b aː x u,,,1613,,^ tˤ a b aː x u $,default
hebrew-2090_toslaughtertokilloff-1,,hebrew,2090_toslaughtertokilloff,ṭbḥ,tˤbħ,tˤ b ħ,,,1613,,^ tˤ b ħ $,default
arabic-2091_tocook-1,,arabic,2091_tocook,ṭbḫ,tˤbx,tˤ b x,,,1613,,^ tˤ b x $,default
geez-2092_toslaughterslaykillcutupsacrificeskin-1,,geez,2092_toslaughterslaykillcutupsacrificeskin,ṭabḥa,tˤabħa,tˤ a b ħ a,,,1613,,^ tˤ a b ħ a $,default
ps-2093_todriveawaytoexpel-1,,ps,2093_todriveawaytoexpel,*ṭrd,tˤrd,tˤ r d,,,1614,,^ tˤ r d $,default
akkadian-2094_tosendtodriveoutdriveawaysendawaytoexpel-1,,akkadian,2094_tosendtodriveoutdriveawaysendawaytoexpel,ṭarādu,tˤaraːdu,tˤ a r aː d u,,,1614,,^ tˤ a r aː d u $,default
arabic-2095_todriveawayexpelbanish-1,,arabic,2095_todriveawayexpelbanish,ṭrd,tˤrd,tˤ r d,,,1614,,^ tˤ r d $,default
ps-760_birdofprey-2,,ps,760_birdofprey,*ˁVz-,ʕ-z-,ʕ z,,,1616,,^ ʕ - z - $,default
hebrew-2096_nameofabirdprobblackeagle-1,,hebrew,2096_nameofabirdprobblackeagle,ˁōz,ʕoːz,ʕ oː z,,,1616,,^ ʕ oː z $,default
syriac-2097_heron-1,,syriac,2097_heron,ˁizyā,ʕizjaː,ʕ i z j aː,,,1616,,^ ʕ i z j aː $,default
arabic-761_eagle-1,,arabic,761_eagle,ˁazīzat-,ʕaziːzat-,ʕ a z iː z a t,,,1616,,^ ʕ a z iː z a t - $,default
ps-2098_owl-1,,ps,2098_owl,"*bVˀ(w)-, *būh-",b-ʔ-,b ʔ,,,1617,,^ b - ʔ - $,default
hebrew-2099_nightbirdowl-1,,hebrew,2099_nightbirdowl,bā(ˀ)wāt,baːwaːt,b aː w aː t,,,1617,,^ b aː w aː t $,default
syriac-2100_hoopoeowl-1,,syriac,2100_hoopoeowl,"baˀwā, bawwā",baʔwaː,b a ʔ w aː,,,1617,,^ b a ʔ w aː $,default
arabic-2098_owl-1,,arabic,2098_owl,"būh-, būm-",buːh-,b uː h,,,1617,,^ b uː h - $,default
ps-2101_kindofinsectorworm-1,,ps,2101_kindofinsectorworm,"*bik(ʷ)ay-, *bukay-",bikaj-,b i k a j,,,1618,,^ b i k a j - $,default
akkadian-2102_pestle-1,,akkadian,2102_pestle,bukānu,bukaːnu,b u k aː n u,,,1618,,^ b u k aː n u $,default
hebrew-2103_nameofaspider-1,,hebrew,2103_nameofaspider,bīkay,biːkaj,b iː k a j,,,1618,,^ b iː k a j $,default
hebrew-2104_thespider-1,,hebrew,2104_thespider,bukyā,bukjaː,b u k j aː,,,1618,,^ b u k j aː $,default
ps-2105_largewildbeast-1,,ps,2105_largewildbeast,*hVm/wām-,h-m,h m,,,1619,,^ h - m $,default
akkadian-2106_animals-1,,akkadian,2106_animals,umāmu,umaːmu,u m aː m u,,,1619,,^ u m aː m u $,default
arabic-282_lion-2,,arabic,282_lion,hawwām,hawwaːm,h a w w aː m,,,1619,,^ h a w w aː m $,default
ps-2107_spider-1,,ps,2107_spider,*hatatVw/y-at-,hatat-w,h a t a t w,,,1620,,^ h a t a t - w $,default
akkadian-2107_spider-1,,akkadian,2107_spider,ettūtu,ettuːtu,e t t uː t u,,,1620,,^ e t t uː t u $,default
ps-1633_kindofinsect-3,,ps,1633_kindofinsect,*mVḳ(Vḳ)-,m-qˤ-,m qˤ,,,1623,,^ m - qˤ - $,default
akkadian-2108_alouseaffectingclothanimalsandpeopleamoth-1,,akkadian,2108_alouseaffectingclothanimalsandpeopleamoth,miḳḳānu,miqˤqˤaːnu,m i qˤ qˤ aː n u,,,1623,,^ m i qˤ qˤ aː n u $,default
arabic-2109_flyingantspecies-1,,arabic,2109_flyingantspecies,mūq,muːq,m uː q,,,1623,,^ m uː q $,default
ps-2110_alargewildcat-1,,ps,2110_alargewildcat,*mV(n)dīn-,m-diːn-,m d iː n,,,1624,,^ m - d iː n - $,default
akkadian-2111_tiger-1,,akkadian,2111_tiger,mindinu,mindinu,m i n d i n u,,,1624,,^ m i n d i n u $,default
arabic-282_lion-3,,arabic,282_lion,ˀal-madīn-,ʔal-madiːn-,ʔ a l m a d iː n,,,1624,,^ ʔ a l - m a d iː n - $,default
ps-1633_kindofinsect-4,,ps,1633_kindofinsect,*mVs/ŝVṭ-,m-s,m s,,,1625,,^ m - s $,default
syriac-2112_nonwingedlocustwoodwormcaterpiller-1,,syriac,2112_nonwingedlocustwoodwormcaterpiller,māšōṭā,maːʃoːtˤaː,m aː ʃ oː tˤ aː,,,1625,,^ m aː ʃ oː tˤ aː $,default
geez-2113_termitewhiteant-1,,geez,2113_termitewhiteant,məŝəṭ,məɬətˤ,m ə ɬ ə tˤ,,,1625,,^ m ə ɬ ə tˤ $,default
ps-2114_ostrich-1,,ps,2114_ostrich,*nu/aˁ(ā)m-,nu,n u,,,1626,,^ n u $,default
hebrew-2114_ostrich-1,,hebrew,2114_ostrich,noˁŏmīt,noʕŏmiːt,n o ʕ ŏ m iː t,,,1626,,^ n o ʕ ŏ m iː t $,default
syriac-2114_ostrich-1,,syriac,2114_ostrich,naˁāmā,naʕaːmaː,n a ʕ aː m aː,,,1626,,^ n a ʕ aː m aː $,default
arabic-2114_ostrich-1,,arabic,2114_ostrich,naˁāmat-,naʕaːmat-,n a ʕ aː m a t,,,1626,,^ n a ʕ aː m a t - $,default
ps-2115_youngofanimalslarva-1,,ps,2115_youngofanimalslarva,*ḥarSap-,ħar-ap-,ħ a r a p,,,1628,,^ ħ a r - a p - $,default
akkadian-2116_kindofwormsorlarvae-1,,akkadian,2116_kindofwormsorlarvae,ḫarsapnu,xarsapnu,x a r s a p n u,,,1628,,^ x a r s a p n u $,default
arabic-2117_babyanimalsandbirdsorsmallcreatures-1,,arabic,2117_babyanimalsandbirdsorsmallcreatures,ḥaršaf-,ħarʃaf-,ħ a r ʃ a f,,,1628,,^ ħ a r ʃ a f - $,default
ps-528_kindofbird-8,,ps,528_kindofbird,*nVγVr-,n-ɣ-r-,n ɣ r,,,1629,,^ n - ɣ - r - $,default
akkadian-530_abird-5,,akkadian,530_abird,nēru,neːru,n eː r u,,,1629,,^ n eː r u $,default
arabic-2118_nightingalesparrowchick-1,,arabic,2118_nightingalesparrowchick,nuγar-,nuɣar-,n u ɣ a r,,,1629,,^ n u ɣ a r - $,default
ps-2119_youngcamel-1,,ps,2119_youngcamel,*ḥVwār-,ħ-waːr-,ħ w aː r,,,1630,,^ ħ - w aː r - $,default
arabic-2120_ayoungcamelwhenjustborn-1,,arabic,2120_ayoungcamelwhenjustborn,"ḥuwār-, ḥiwār-",ħuwaːr-,ħ u w aː r,,,1630,,^ ħ u w aː r - $,default
ps-2121_swarmofbees-1,,ps,2121_swarmofbees,*nVḥl-,n-ħl-,n ħ l,,,1631,,^ n - ħ l - $,default
hebrew-2122_beehivealsothebeesofahiveswarm-1,,hebrew,2122_beehivealsothebeesofahiveswarm,nāḥīl,naːħiːl,n aː ħ iː l,,,1631,,^ n aː ħ iː l $,default
arabic-2123_beebees-1,,arabic,2123_beebees,naḥl-,naħl-,n a ħ l,,,1631,,^ n a ħ l - $,default
ps-528_kindofbird-9,,ps,528_kindofbird,*ḫVl-,x-l-,x l,,,1632,,^ x - l - $,default
hebrew-2124_phoenix-1,,hebrew,2124_phoenix,ḥōl,ħoːl,ħ oː l,,,1632,,^ ħ oː l $,default
arabic-2125_whitehawkregardedasofevilomen-1,,arabic,2125_whitehawkregardedasofevilomen,ˀaḫyal-,ʔaxjal-,ʔ a x j a l,,,1632,,^ ʔ a x j a l - $,default
ps-1633_kindofinsect-5,,ps,1633_kindofinsect,"*ḫaml-, *ḫVlVm-",xaml-,x a m l,,,1633,,^ x a m l - $,default
akkadian-2126_alocust-1,,akkadian,2126_alocust,ḫilammu,xilammu,x i l a m m u,,,1633,,^ x i l a m m u $,default
ps-528_kindofbird-10,,ps,528_kindofbird,*nVḳVr-,n-qˤ-r-,n qˤ r,,,1634,,^ n - qˤ - r - $,default
arabic-2127_kindofbirdsomewhatlikeasparrow-1,,arabic,2127_kindofbirdsomewhatlikeasparrow,naqqār-,naqqaːr-,n a q q aː r,,,1634,,^ n a q q aː r - $,default
ps-2128_kindofsmallbird-1,,ps,2128_kindofsmallbird,*bVl-,b-l-,b l,,,1635,,^ b - l - $,default
akkadian-2129_aspeciesofcrestedbird-1,,akkadian,2129_aspeciesofcrestedbird,bulīlu,buliːlu,b u l iː l u,,,1635,,^ b u l iː l u $,default
arabic-2130_nightingale-1,,arabic,2130_nightingale,bulbul-,bulbul-,b u l b u l,,,1635,,^ b u l b u l - $,default
ps-528_kindofbird-11,,ps,528_kindofbird,*bar-,bar-,b a r,,,1636,,^ b a r - $,default
hebrew-2131_abirdfattenedtobeeatenbykingsolomon-1,,hebrew,2131_abirdfattenedtobeeatenbykingsolomon,barbūr,barbuːr,b a r b uː r,,,1636,,^ b a r b uː r $,default
ps-1633_kindofinsect-6,,ps,1633_kindofinsect,*bur-,bur-,b u r,,,1637,,^ b u r - $,default
akkadian-2132_caterpillarinsectlarva-1,,akkadian,2132_caterpillarinsectlarva,burtu (or būrtu),burtu,b u r t u,,,1637,,^ b u r t u $,default
ps-760_birdofprey-3,,ps,760_birdofprey,*daˀy(-at)-,daʔj-,d a ʔ j,,,1639,,^ d a ʔ j - $,default
ugaritic-2133_raptorconventionallyhawk-1,,ugaritic,2133_raptorconventionallyhawk,dˀiy,dʔij,d ʔ i j,,,1639,,^ d ʔ i j $,default
hebrew-2134_redkite-1,,hebrew,2134_redkite,dāˀā,daːʔaː,d aː ʔ aː,,,1639,,^ d aː ʔ aː $,default
hebrew-2135_uncleanbirdofpreyfrequentingruins-1,,hebrew,2135_uncleanbirdofpreyfrequentingruins,dayyā,dajjaː,d a j j aː,,,1639,,^ d a j j aː $,default
syriac-2136_kite-1,,syriac,2136_kite,"daytā, dayway",dajtaː,d a j t aː,,,1639,,^ d a j t aː $,default
arabic-2137_epitheteducorbeauepithetoftheraven-1,,arabic,2137_epitheteducorbeauepithetoftheraven,daˀyat-,daʔjat-,d a ʔ j a t,,,1639,,^ d a ʔ j a t - $,default
ps-948_cricket-2,,ps,948_cricket,*nVṣVr-,n-sˤ-r-,n sˤ r,,,1640,,^ n - sˤ - r - $,default
hebrew-948_cricket-2,,hebrew,948_cricket,nēṣär,neːsˤær,n eː sˤ æ r,,,1640,,^ n eː sˤ æ r $,default
syriac-2138_cricketsucker-1,,syriac,2138_cricketsucker,nāṣorā,naːsˤoraː,n aː sˤ o r aː,,,1640,,^ n aː sˤ o r aː $,default
ps-2139_kindofabird-1,,ps,2139_kindofabird,*na/iṣ(ṣ)-,na,n a,,,1641,,^ n a $,default
akkadian-530_abird-6,,akkadian,530_abird,naṣnaṣu,nasˤnasˤu,n a sˤ n a sˤ u,,,1641,,^ n a sˤ n a sˤ u $,default
ugaritic-2140_birdwildbirdperhapsaraptoresphawkfalcon-1,,ugaritic,2140_birdwildbirdperhapsaraptoresphawkfalcon,nṣ,nsˤ,n sˤ,,,1641,,^ n sˤ $,default
hebrew-2141_falcon-1,,hebrew,2141_falcon,nēṣ,neːsˤ,n eː sˤ,,,1641,,^ n eː sˤ $,default
syriac-2142_hawk-1,,syriac,2142_hawk,neṣṣā,nesˤsˤaː,n e sˤ sˤ aː,,,1641,,^ n e sˤ sˤ aː $,default
arabic-2143_femalesparrow-1,,arabic,2143_femalesparrow,naṣṣat-,nasˤsˤat-,n a sˤ sˤ a t,,,1641,,^ n a sˤ sˤ a t - $,default
ps-2144_yearlingfoalsmallofdomesticanimals-1,,ps,2144_yearlingfoalsmallofdomesticanimals,*pVlw/y-,p-lw,p l w,,,1642,,^ p - l w $,default
arabic-884_foal-1,,arabic,884_foal,filw-,filw-,f i l w,,,1642,,^ f i l w - $,default
ps-2145_viscera-1,,ps,2145_viscera,*di/arṣ-,di,d i,,,1643,,^ d i $,default
arabic-2146_foetusdechatdelievredeherissondegerboisefetuscatharehedgehogjerkin-1,,arabic,2146_foetusdechatdelievredeherissondegerboisefetuscatharehedgehogjerkin,"darṣ-, dirṣ-",darsˤ-,d a r sˤ,,,1643,,^ d a r sˤ - $,default
ps-2147_fatfatness-1,,ps,2147_fatfatness,*dVšm/n-,d-ʃm,d ʃ m,,,1644,,^ d - ʃ m $,default
hebrew-2148_fatness-1,,hebrew,2148_fatness,däšän,dæʃæn,d æ ʃ æ n,,,1644,,^ d æ ʃ æ n $,default
hebrew-2149_fatpastureground-1,,hebrew,2149_fatpastureground,dōšän,doːʃæn,d oː ʃ æ n,,,1644,,^ d oː ʃ æ n $,default
arabic-2150_etregrastobefat-1,,arabic,2150_etregrastobefat,dsm,dsm,d s m,,,1644,,^ d s m $,default
arabic-2151_qualitedunalimentgrasqualityofafattyfood-1,,arabic,2151_qualitedunalimentgrasqualityofafattyfood,dasam­-,dasam-,d a s a m,,,1644,,^ d a s a m - $,default
arabic-2152_tresgrasveryfat-1,,arabic,2152_tresgrasveryfat,ˀadsam-,ʔadsam-,ʔ a d s a m,,,1644,,^ ʔ a d s a m - $,default
ps-2153_kindofinsectlouse-1,,ps,2153_kindofinsectlouse,*pVl(y)-,p-l-,p l,,,1645,,^ p - l - $,default
akkadian-2154_parasitelouse-1,,akkadian,2154_parasitelouse,uplu,uplu,u p l u,,,1645,,^ u p l u $,default
arabic-2155_kindofinsectsimilartothescarabmarkedwithblackandwhitespotswhichusuallyaccompaniesorprecedesscorpionsorvipers-1,,arabic,2155_kindofinsectsimilartothescarabmarkedwithblackandwhitespotswhichusuallyaccompaniesorprecedesscorpionsorvipers,fāliyat-,faːlijat-,f aː l i j a t,,,1645,,^ f aː l i j a t - $,default
ps-2156_kindofbirdhenquail-1,,ps,2156_kindofbirdhenquail,*parg-,parg-,p a r g,,,1646,,^ p a r g - $,default
hebrew-2157_youngpoultry-1,,hebrew,2157_youngpoultry,pargīt,pargiːt,p a r g iː t,,,1646,,^ p a r g iː t $,default
syriac-2158_chick-1,,syriac,2158_chick,parrūgā,parruːgaː,p a r r uː g aː,,,1646,,^ p a r r uː g aː $,default
ps-528_kindofbird-12,,ps,528_kindofbird,"*pVrpVr-, *parr/w-",p-rp-r-,p r p r,,,1647,,^ p - r p - r - $,default
syriac-2159_quailsparrow-1,,syriac,2159_quailsparrow,parpūrā,parpuːraː,p a r p uː r aː,,,1647,,^ p a r p uː r aː $,default
arabic-2160_kindofsmallaquaticbird-1,,arabic,2160_kindofsmallaquaticbird,firfir-,firfir-,f i r f i r,,,1647,,^ f i r f i r - $,default
geez-2161_quail-1,,geez,2161_quail,fərfərt,fərfərt,f ə r f ə r t,,,1647,,^ f ə r f ə r t $,default
ps-2162_tailback-1,,ps,2162_tailback,*ḏ/zVb(b)-(ān)­­,ð,ð,,,1649,,^ ð $,default
arabic-2163_queuetoupettailtoupee-1,,arabic,2163_queuetoupettailtoupee,ḏuˀābat-,ðuʔaːbat-,ð u ʔ aː b a t,,,1649,,^ ð u ʔ aː b a t - $,default
arabic-2164_queuetail-1,,arabic,2164_queuetail,ḏubābat-,ðubaːbat-,ð u b aː b a t,,,1649,,^ ð u b aː b a t - $,default
geez-2165_backbackparttailborder-1,,geez,2165_backbackparttailborder,zabān,zabaːn,z a b aː n,,,1649,,^ z a b aː n $,default
ps-2166_goosecrane-1,,ps,2166_goosecrane,*kurkiy-,kurkij-,k u r k i j,,,1650,,^ k u r k i j - $,default
akkadian-693_goose-1,,akkadian,693_goose,kurkû,kurkû,k u r k û,,,1650,,^ k u r k û $,default
syriac-2167_grusgrue-1,,syriac,2167_grusgrue,kurkəyā,kurkəjaː,k u r k ə j aː,,,1650,,^ k u r k ə j aː $,default
arabic-2168_numidiancrane-1,,arabic,2168_numidiancrane,kurkiyy-,kurkijj-,k u r k i j j,,,1650,,^ k u r k i j j - $,default
geez-2169_crane-1,,geez,2169_crane,korki,korki,k o r k i,,,1650,,^ k o r k i $,default
geez-2169_crane-2,,geez,2169_crane,kʷarāki,kʷaraːki,kʷ a r aː k i,,,1650,,^ kʷ a r aː k i $,default
ps-576_wing-3,,ps,576_wing,*gadp-,gadp-,g a d p,,,1651,,^ g a d p - $,default
