ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile
ugaritic-1247_jarreteartejo-1,,ugaritic,1247_jarreteartejo,krˁ,krʕ,k r ʕ,,,851,,^ k r ʕ $,default
hebrew-1248_lowerlegfibula-1,,hebrew,1248_lowerlegfibula,kərāˁayim,kəraːʕajim,k ə r aː ʕ a j i m,,,851,,^ k ə r aː ʕ a j i m $,default
syriac-1249_shinleg-1,,syriac,1249_shinleg,krāˁā,kraːʕaː,k r aː ʕ aː,,,851,,^ k r aː ʕ aː $,default
arabic-1250_shankshinbonelegofbothhumansandanimals-1,,arabic,1250_shankshinbonelegofbothhumansandanimals,kurāˁ-,kuraːʕ-,k u r aː ʕ,,,851,,^ k u r aː ʕ - $,default
geez-600_elbowforearm-1,,geez,600_elbowforearm,kʷərnāˁ,kʷərnaːʕ,kʷ ə r n aː ʕ,,,851,,^ kʷ ə r n aː ʕ $,default
ps-1251_three-1,,ps,1251_three,*ŝalāṯ-,ɬalaːθ-,ɬ a l aː θ,,,852,,^ ɬ a l aː θ - $,default
akkadian-1251_three-1,,akkadian,1251_three,šalāš,ʃalaːʃ,ʃ a l aː ʃ,,,852,,^ ʃ a l aː ʃ $,default
geez-1251_three-1,,geez,1251_three,ŝalās,ɬalaːs,ɬ a l aː s,,,852,,^ ɬ a l aː s $,default
ps-1252_four-1,,ps,1252_four,*ˀarbaˁ-,ʔarbaʕ-,ʔ a r b a ʕ,,,854,,^ ʔ a r b a ʕ - $,default
akkadian-1252_four-1,,akkadian,1252_four,erbe,erbe,e r b e,,,854,,^ e r b e $,default
ugaritic-1252_four-1,,ugaritic,1252_four,ˀarbˁ,ʔarbʕ,ʔ a r b ʕ,,,854,,^ ʔ a r b ʕ $,default
hebrew-1252_four-1,,hebrew,1252_four,ˀarbaˁ,ʔarbaʕ,ʔ a r b a ʕ,,,854,,^ ʔ a r b a ʕ $,default
syriac-1252_four-1,,syriac,1252_four,ˀarbaˁ,ʔarbaʕ,ʔ a r b a ʕ,,,854,,^ ʔ a r b a ʕ $,default
arabic-1252_four-1,,arabic,1252_four,ˀarbaˁ-,ʔarbaʕ-,ʔ a r b a ʕ,,,854,,^ ʔ a r b a ʕ - $,default
geez-1252_four-1,,geez,1252_four,ˀarbāˁ,ʔarbaːʕ,ʔ a r b aː ʕ,,,854,,^ ʔ a r b aː ʕ $,default
ps-1253_five-1,,ps,1253_five,*ḫam(i)š-,xamʃ-,x a m ʃ,,,855,,^ x a m ʃ - $,default
akkadian-1253_five-1,,akkadian,1253_five,ḫamiš,xamiʃ,x a m i ʃ,,,855,,^ x a m i ʃ $,default
ugaritic-1253_five-1,,ugaritic,1253_five,ḫmš,xmʃ,x m ʃ,,,855,,^ x m ʃ $,default
hebrew-1253_five-1,,hebrew,1253_five,ḥāmeš,ħaːmeʃ,ħ aː m e ʃ,,,855,,^ ħ aː m e ʃ $,default
syriac-1253_five-1,,syriac,1253_five,ḥammeš,ħammeʃ,ħ a m m e ʃ,,,855,,^ ħ a m m e ʃ $,default
arabic-1253_five-1,,arabic,1253_five,ḫams,xams,x a m s,,,855,,^ x a m s $,default
geez-1253_five-1,,geez,1253_five,ḫams,xams,x a m s,,,855,,^ x a m s $,default
geez-1253_five-2,,geez,1253_five,ḫamməstu,xamməstu,x a m m ə s t u,,,855,,^ x a m m ə s t u $,default
ps-1254_six-1,,ps,1254_six,*šidṯ-,ʃidθ-,ʃ i d θ,,,856,,^ ʃ i d θ - $,default
akkadian-1254_six-1,,akkadian,1254_six,šeššet,ʃeʃʃet,ʃ e ʃ ʃ e t,,,856,,^ ʃ e ʃ ʃ e t $,default
ugaritic-1254_six-1,,ugaritic,1254_six,ṯṯ,θθ,θ θ,,,856,,^ θ θ $,default
hebrew-1254_six-1,,hebrew,1254_six,šeš,ʃeʃ,ʃ e ʃ,,,856,,^ ʃ e ʃ $,default
syriac-1254_six-1,,syriac,1254_six,šeṯ,ʃeθ,ʃ e θ,,,856,,^ ʃ e θ $,default
arabic-1254_six-1,,arabic,1254_six,sitt-,sitt-,s i t t,,,856,,^ s i t t - $,default
geez-1254_six-1,,geez,1254_six,səds,səds,s ə d s,,,856,,^ s ə d s $,default
ps-1255_seven-1,,ps,1255_seven,*šabˁ-,ʃabʕ-,ʃ a b ʕ,,,857,,^ ʃ a b ʕ - $,default
akkadian-1255_seven-1,,akkadian,1255_seven,sebe,sebe,s e b e,,,857,,^ s e b e $,default
hebrew-1255_seven-1,,hebrew,1255_seven,šäbaˁ,ʃæbaʕ,ʃ æ b a ʕ,,,857,,^ ʃ æ b a ʕ $,default
syriac-1255_seven-1,,syriac,1255_seven,šbaˁ,ʃbaʕ,ʃ b a ʕ,,,857,,^ ʃ b a ʕ $,default
arabic-1255_seven-1,,arabic,1255_seven,sabˁ-,sabʕ-,s a b ʕ,,,857,,^ s a b ʕ - $,default
geez-1255_seven-1,,geez,1255_seven,sabˁ,sabʕ,s a b ʕ,,,857,,^ s a b ʕ $,default
ps-1256_eight-1,,ps,1256_eight,*ṯamāniy-,θamaːnij-,θ a m aː n i j,,,858,,^ θ a m aː n i j - $,default
akkadian-1256_eight-1,,akkadian,1256_eight,samāne,samaːne,s a m aː n e,,,858,,^ s a m aː n e $,default
ugaritic-1256_eight-1,,ugaritic,1256_eight,ṯmn(y),θmn,θ m n,,,858,,^ θ m n $,default
hebrew-1256_eight-1,,hebrew,1256_eight,šəmonā,ʃəmonaː,ʃ ə m o n aː,,,858,,^ ʃ ə m o n aː $,default
syriac-1256_eight-1,,syriac,1256_eight,tmāne,tmaːne,t m aː n e,,,858,,^ t m aː n e $,default
arabic-1256_eight-1,,arabic,1256_eight,ṯamāniⁿ,θamaːniː,θ a m aː n iː,,,858,,^ θ a m aː n iː $,default
geez-1256_eight-1,,geez,1256_eight,səmn,səmn,s ə m n,,,858,,^ s ə m n $,default
ps-1257_nine-1,,ps,1257_nine,*tišˁ-,tiʃʕ-,t i ʃ ʕ,,,859,,^ t i ʃ ʕ - $,default
akkadian-1257_nine-1,,akkadian,1257_nine,tiše,tiʃe,t i ʃ e,,,859,,^ t i ʃ e $,default
ugaritic-1257_nine-1,,ugaritic,1257_nine,tšˁ,tʃʕ,t ʃ ʕ,,,859,,^ t ʃ ʕ $,default
hebrew-1257_nine-1,,hebrew,1257_nine,tešaˁ,teʃaʕ,t e ʃ a ʕ,,,859,,^ t e ʃ a ʕ $,default
syriac-1257_nine-1,,syriac,1257_nine,tšaˁ,tʃaʕ,t ʃ a ʕ,,,859,,^ t ʃ a ʕ $,default
arabic-1257_nine-1,,arabic,1257_nine,tisˁ-,tisʕ-,t i s ʕ,,,859,,^ t i s ʕ - $,default
geez-1257_nine-1,,geez,1257_nine,tesˁ-,tesʕ-,t e s ʕ,,,859,,^ t e s ʕ - $,default
ps-1258_ten-1,,ps,1258_ten,*ˁaŝr-,ʕaɬr-,ʕ a ɬ r,,,860,,^ ʕ a ɬ r - $,default
akkadian-1258_ten-1,,akkadian,1258_ten,ešer,eʃer,e ʃ e r,,,860,,^ e ʃ e r $,default
ugaritic-1258_ten-1,,ugaritic,1258_ten,ˁšr,ʕʃr,ʕ ʃ r,,,860,,^ ʕ ʃ r $,default
hebrew-1258_ten-1,,hebrew,1258_ten,ˁäŝär,ʕæɬær,ʕ æ ɬ æ r,,,860,,^ ʕ æ ɬ æ r $,default
syriac-1258_ten-1,,syriac,1258_ten,ˁsar,ʕsar,ʕ s a r,,,860,,^ ʕ s a r $,default
arabic-1258_ten-1,,arabic,1258_ten,ˁašr-,ʕaʃr-,ʕ a ʃ r,,,860,,^ ʕ a ʃ r - $,default
geez-1258_ten-1,,geez,1258_ten,ˁaŝru,ʕaɬru,ʕ a ɬ r u,,,860,,^ ʕ a ɬ r u $,default
ps-1259_tobendtoencircle-1,,ps,1259_tobendtoencircle,*kp,kp,k p,,,863,,^ k p $,default
akkadian-1260_tobendcurve-1,,akkadian,1260_tobendcurve,kapāpu,kapaːpu,k a p aː p u,,,863,,^ k a p aː p u $,default
akkadian-1261_looptendril-1,,akkadian,1261_looptendril,kippatu,kippatu,k i p p a t u,,,863,,^ k i p p a t u $,default
hebrew-1262_archdoorwaybowskullcap-1,,hebrew,1262_archdoorwaybowskullcap,kippā,kippaː,k i p p aː,,,863,,^ k i p p aː $,default
hebrew-1263_tobendtobowdown-1,,hebrew,1263_tobendtobowdown,kpp,kpp,k p p,,,863,,^ k p p $,default
syriac-1264_tobendbowcurve-1,,syriac,1264_tobendbowcurve,kpy,kpj,k p j,,,863,,^ k p j $,default
arabic-1265_tosewtheedgerefrain-1,,arabic,1265_tosewtheedgerefrain,kff,kff,k f f,,,863,,^ k f f $,default
arabic-1266_bezelcollet-1,,arabic,1266_bezelcollet,kiffat-,kiffat-,k i f f a t,,,863,,^ k i f f a t - $,default
ps-1267_tobeweak-1,,ps,1267_tobeweak,*ˀnš,ʔnʃ,ʔ n ʃ,,,864,,^ ʔ n ʃ $,default
akkadian-1268_tobeweakimpoverishedshaky-1,,akkadian,1268_tobeweakimpoverishedshaky,enēšu,eneːʃu,e n eː ʃ u,,,864,,^ e n eː ʃ u $,default
hebrew-1269_tobesickly-1,,hebrew,1269_tobesickly,ˀnš,ʔnʃ,ʔ n ʃ,,,864,,^ ʔ n ʃ $,default
ps-1270_what-1,,ps,1270_what,*mīn-,miːn-,m iː n,,,867,,^ m iː n - $,default
akkadian-1270_what-1,,akkadian,1270_what,mīnu,miːnu,m iː n u,,,867,,^ m iː n u $,default
ugaritic-1271_anythingallthat-1,,ugaritic,1271_anythingallthat,mnm,mnm,m n m,,,867,,^ m n m $,default
geez-1270_what-1,,geez,1270_what,mənt,mənt,m ə n t,,,867,,^ m ə n t $,default
ps-1272_toshinetobebright-1,,ps,1272_toshinetobebright,*ṣḥw/*ṣ̂ḥw,sˤħw,sˤ ħ w,,,869,,^ sˤ ħ w $,default
akkadian-1273_lightshiningappearanceofthesunmoonandstarssultryweatheropenairopensun-1,,akkadian,1273_lightshiningappearanceofthesunmoonandstarssultryweatheropenairopensun,ṣētu,sˤeːtu,sˤ eː t u,,,869,,^ sˤ eː t u $,default
arabic-1274_thesun-1,,arabic,1274_thesun,ḍiḥḥ-,dˤiħħ-,dˤ i ħ ħ,,,869,,^ dˤ i ħ ħ - $,default
arabic-1275_periodofdayaftersunrise-1,,arabic,1275_periodofdayaftersunrise,ḍuḥaⁿ,dˤuħa,dˤ u ħ a,,,869,,^ dˤ u ħ a $,default
ps-1276_totake-1,,ps,1276_totake,*lḳḥ,lqˤħ,l qˤ ħ,,,886,,^ l qˤ ħ $,default
akkadian-1277_totaketoaccepttotakeover-1,,akkadian,1277_totaketoaccepttotakeover,leḳû,leqˤû,l e qˤ û,,,886,,^ l e qˤ û $,default
ugaritic-1278_togetholdoftakegrasptoreceivecollectobtain-1,,ugaritic,1278_togetholdoftakegrasptoreceivecollectobtain,lḳḥ,lqˤħ,l qˤ ħ,,,886,,^ l qˤ ħ $,default
hebrew-1279_totakegraspacceptreceive-1,,hebrew,1279_totakegraspacceptreceive,lḳḥ,lqˤħ,l qˤ ħ,,,886,,^ l qˤ ħ $,default
ps-1280_tojointoputtogether-1,,ps,1280_tojointoputtogether,*rˁw,rʕw,r ʕ w,,,891,,^ r ʕ w $,default
akkadian-1281_friendcompanion-1,,akkadian,1281_friendcompanion,ruˀu,ruʔu,r u ʔ u,,,891,,^ r u ʔ u $,default
ugaritic-1282_friend-1,,ugaritic,1282_friend,rˁ,rʕ,r ʕ,,,891,,^ r ʕ $,default
hebrew-1282_friend-1,,hebrew,1282_friend,rēaˁ,reːaʕ,r eː a ʕ,,,891,,^ r eː a ʕ $,default
arabic-1283_yoke-1,,arabic,1283_yoke,ˀurˁuwwat-,ʔurʕuwwat-,ʔ u r ʕ u w w a t,,,891,,^ ʔ u r ʕ u w w a t - $,default
geez-1283_yoke-1,,geez,1283_yoke,ˀarˁut,ʔarʕut,ʔ a r ʕ u t,,,891,,^ ʔ a r ʕ u t $,default
ps-1284_tobesickill-1,,ps,1284_tobesickill,*mrṣ̂,mrɬˤ,m r ɬˤ,,,894,,^ m r ɬˤ $,default
akkadian-1285_tofallill-1,,akkadian,1285_tofallill,marāṣu,maraːsˤu,m a r aː sˤ u,,,894,,^ m a r aː sˤ u $,default
ugaritic-1285_tofallill-1,,ugaritic,1285_tofallill,mrṣ,mrsˤ,m r sˤ,,,894,,^ m r sˤ $,default
hebrew-1286_tobebadpainful-1,,hebrew,1286_tobebadpainful,mrṣ,mrsˤ,m r sˤ,,,894,,^ m r sˤ $,default
syriac-1287_tobeillsick-1,,syriac,1287_tobeillsick,mǝraˁ,mǝraʕ,m ə r a ʕ,,,894,,^ m ǝ r a ʕ $,default
arabic-1288_tobediseaseddisordereddistemperedsickill-1,,arabic,1288_tobediseaseddisordereddistemperedsickill,mrḍ,mrdˤ,m r dˤ,,,894,,^ m r dˤ $,default
ps-1289_toridetobejoinedconnectedtomount-1,,ps,1289_toridetobejoinedconnectedtomount,*rkb,rkb,r k b,,,897,,^ r k b $,default
akkadian-1290_tomounttomate-1,,akkadian,1290_tomounttomate,rakābu,rakaːbu,r a k aː b u,,,897,,^ r a k aː b u $,default
ugaritic-1291_lightwarchariotchariotbody-1,,ugaritic,1291_lightwarchariotchariotbody,mrkbt,mrkbt,m r k b t,,,897,,^ m r k b t $,default
syriac-1292_toridetomounttoleapuponsexuallycopulatewith-1,,syriac,1292_toridetomounttoleapuponsexuallycopulatewith,rkb,rkb,r k b,,,897,,^ r k b $,default
arabic-1293_toride-1,,arabic,1293_toride,rkb,rkb,r k b,,,897,,^ r k b $,default
geez-1294_tohaveintercourse-1,,geez,1294_tohaveintercourse,tarākaba,taraːkaba,t a r aː k a b a,,,897,,^ t a r aː k a b a $,default
ps-1295_tosuck-1,,ps,1295_tosuck,*ynḳ,jnqˤ,j n qˤ,,,900,,^ j n qˤ $,default
akkadian-1295_tosuck-1,,akkadian,1295_tosuck,enēḳu,eneːqˤu,e n eː qˤ u,,,900,,^ e n eː qˤ u $,default
ugaritic-1295_tosuck-1,,ugaritic,1295_tosuck,ynḳ,jnqˤ,j n qˤ,,,900,,^ j n qˤ $,default
hebrew-1295_tosuck-1,,hebrew,1295_tosuck,ynḳ,jnqˤ,j n qˤ,,,900,,^ j n qˤ $,default
syriac-1295_tosuck-1,,syriac,1295_tosuck,ynḳ,jnqˤ,j n qˤ,,,900,,^ j n qˤ $,default
arabic-1296_tirerlamoelledunostopullthemarrowoutofabone-1,,arabic,1296_tirerlamoelledunostopullthemarrowoutofabone,nqw/y,nqw,n q w,,,900,,^ n q w $,default
ps-1297_tobeargivebirthto-1,,ps,1297_tobeargivebirthto,*wld,wld,w l d,,,901,,^ w l d $,default
akkadian-1297_tobeargivebirthto-1,,akkadian,1297_tobeargivebirthto,walādu,walaːdu,w a l aː d u,,,901,,^ w a l aː d u $,default
ugaritic-1298_togivebirthtobear-1,,ugaritic,1298_togivebirthtobear,"yld, wld",jld,j l d,,,901,,^ j l d $,default
hebrew-1299_boy-1,,hebrew,1299_boy,yäläd,jælæd,j æ l æ d,,,901,,^ j æ l æ d $,default
hebrew-1300_togivebirthtobeget-1,,hebrew,1300_togivebirthtobeget,yld,jld,j l d,,,901,,^ j l d $,default
syriac-1301_tobeargivebirth-1,,syriac,1301_tobeargivebirth,yld,jld,j l d,,,901,,^ j l d $,default
arabic-1302_achildsonyoungone-1,,arabic,1302_achildsonyoungone,walad-,walad-,w a l a d,,,901,,^ w a l a d - $,default
geez-1303_togivebirthbegetbearachildconceive-1,,geez,1303_togivebirthbegetbearachildconceive,walada,walada,w a l a d a,,,901,,^ w a l a d a $,default
ps-1304_towash-1,,ps,1304_towash,*rḥṣ̂,rħɬˤ,r ħ ɬˤ,,,911,,^ r ħ ɬˤ $,default
ugaritic-1304_towash-1,,ugaritic,1304_towash,rḥṣ,rħsˤ,r ħ sˤ,,,911,,^ r ħ sˤ $,default
hebrew-1305_towashtobathetorinseoff-1,,hebrew,1305_towashtobathetorinseoff,rḥṣ,rħsˤ,r ħ sˤ,,,911,,^ r ħ sˤ $,default
geez-1306_tosweattoperspire-1,,geez,1306_tosweattoperspire,rəḥṣ̂a,rəħɬˤa,r ə ħ ɬˤ a,,,911,,^ r ə ħ ɬˤ a $,default
ps-1307_tobenarrow-1,,ps,1307_tobenarrow,*ṣ̂yḳ,ɬˤjqˤ,ɬˤ j qˤ,,,932,,^ ɬˤ j qˤ $,default
ugaritic-1308_tograsptoputpressureoncaus-1,,ugaritic,1308_tograsptoputpressureoncaus,ṣḳ,sˤqˤ,sˤ qˤ,,,932,,^ sˤ qˤ $,default
hebrew-1309_hiptoharasspresshardtodrivesomeoneintoacorner-1,,hebrew,1309_hiptoharasspresshardtodrivesomeoneintoacorner,ṣwḳ,sˤwqˤ,sˤ w qˤ,,,932,,^ sˤ w qˤ $,default
syriac-1310_patooppress-1,,syriac,1310_patooppress,ˁwḳ,ʕwqˤ,ʕ w qˤ,,,932,,^ ʕ w qˤ $,default
ps-1287_tobeillsick-1,,ps,1287_tobeillsick,*dwy/ˀ,dwj,d w j,,,939,,^ d w j $,default
akkadian-1311_taumelnder-1,,akkadian,1311_taumelnder,dāwû,daːwû,d aː w û,,,939,,^ d aː w û $,default
akkadian-1312_agravediseasecharacterizedbyaheadache-1,,akkadian,1312_agravediseasecharacterizedbyaheadache,diˀu,diʔu,d i ʔ u,,,939,,^ d i ʔ u $,default
ugaritic-1313_sickperson-1,,ugaritic,1313_sickperson,dw,dw,d w,,,939,,^ d w $,default
ugaritic-1314_sickness-1,,ugaritic,1314_sickness,mdw,mdw,m d w,,,939,,^ m d w $,default
hebrew-1315_tomenstruate-1,,hebrew,1315_tomenstruate,dwy,dwj,d w j,,,939,,^ d w j $,default
hebrew-1316_faintsickmenstruating-1,,hebrew,1316_faintsickmenstruating,dāwǟ,daːwæː,d aː w æː,,,939,,^ d aː w æː $,default
syriac-1317_tobeweakwretched-1,,syriac,1317_tobeweakwretched,dwy,dwj,d w j,,,939,,^ d w j $,default
arabic-1318_tobesick-1,,arabic,1318_tobesick,dwˀ,dwʔ,d w ʔ,,,939,,^ d w ʔ $,default
arabic-1318_tobesick-2,,arabic,1318_tobesick,dwy,dwj,d w j,,,939,,^ d w j $,default
geez-1284_tobesickill-1,,geez,1284_tobesickill,"dawaya, dawya",dawaja,d a w a j a,,,939,,^ d a w a j a $,default
ps-1319_tobemadcrazy-1,,ps,1319_tobemadcrazy,*ḏbb,ðbb,ð b b,,,940,,^ ð b b $,default
akkadian-1320_tobeinafrenzytoactcrazily-1,,akkadian,1320_tobeinafrenzytoactcrazily,zabābu,zabaːbu,z a b aː b u,,,940,,^ z a b aː b u $,default
akkadian-1321_atypeofextatic-1,,akkadian,1321_atypeofextatic,zabbu,zabbu,z a b b u,,,940,,^ z a b b u $,default
arabic-1322_folieaiguefureuracutemadnessfury-1,,arabic,1322_folieaiguefureuracutemadnessfury,ḏibb-,ðibb-,ð i b b,,,940,,^ ð i b b - $,default
arabic-1323_evilmischiefannoyanceharm-1,,arabic,1323_evilmischiefannoyanceharm,ḏubāb-,ðubaːb-,ð u b aː b,,,940,,^ ð u b aː b - $,default
ps-1324_tobebaldontheforehead-1,,ps,1324_tobebaldontheforehead,*gbḫ,gbx,g b x,,,942,,^ g b x $,default
akkadian-1325_bald-1,,akkadian,1325_bald,gubbuḫu,gubbuxu,g u b b u x u,,,942,,^ g u b b u x u $,default
hebrew-1326_withrecedinghairline-1,,hebrew,1326_withrecedinghairline,gibbēăḥ,gibbeːăħ,g i b b eː ă ħ,,,942,,^ g i b b eː ă ħ $,default
hebrew-1327_recedinghairlinebarespot-1,,hebrew,1327_recedinghairlinebarespot,gabbaḥat,gabbaħat,g a b b a ħ a t,,,942,,^ g a b b a ħ a t $,default
syriac-1328_baldontheforehead-1,,syriac,1328_baldontheforehead,gbāḥā,gbaːħaː,g b aː ħ aː,,,942,,^ g b aː ħ aː $,default
ps-1329_tobelchretchvomit-1,,ps,1329_tobelchretchvomit,*gŝˁ/ˀ,gɬʕ,g ɬ ʕ,,,945,,^ g ɬ ʕ $,default
akkadian-1330_tobelch-1,,akkadian,1330_tobelch,gešû,geʃû,g e ʃ û,,,945,,^ g e ʃ û $,default
hebrew-1331_hitpotovomitloudly-1,,hebrew,1331_hitpotovomitloudly,gˁš,gʕʃ,g ʕ ʃ,,,945,,^ g ʕ ʃ $,default
syriac-1332_tospitoutbelchvomit-1,,syriac,1332_tospitoutbelchvomit,gsy,gsj,g s j,,,945,,^ g s j $,default
arabic-1333_todepositexcrements-1,,arabic,1333_todepositexcrements,ǯˁs,gʕs,g ʕ s,,,945,,^ g ʕ s $,default
arabic-1334_toburp-1,,arabic,1334_toburp,ǯšˀ,gʃʔ,g ʃ ʔ,,,945,,^ g ʃ ʔ $,default
geez-1335_tobelchvomit-1,,geez,1335_tobelchvomit,gʷäŝˁa,gʷæɬʕa,gʷ æ ɬ ʕ a,,,945,,^ gʷ æ ɬ ʕ a $,default
ps-1336_tobemadtalkwithoutsenseproduceincoherentsoundsinonessleep-1,,ps,1336_tobemadtalkwithoutsenseproduceincoherentsoundsinonessleep,*hḏy/w,hðj,h ð j,,,947,,^ h ð j $,default
akkadian-1337_toproduceunnaturalsounds-1,,akkadian,1337_toproduceunnaturalsounds,azû,azû,a z û,,,947,,^ a z û $,default
hebrew-1338_topantinitssleepdog-1,,hebrew,1338_topantinitssleepdog,hzy,hzj,h z j,,,947,,^ h z j $,default
syriac-1339_tolead-1,,syriac,1339_tolead,hdy,hdj,h d j,,,947,,^ h d j $,default
arabic-1340_deliredelirium-1,,arabic,1340_deliredelirium,huḏāˀ-,huðaːʔ-,h u ð aː ʔ,,,947,,^ h u ð aː ʔ - $,default
arabic-1341_totalknonsense-1,,arabic,1341_totalknonsense,hḏy,hðj,h ð j,,,947,,^ h ð j $,default
ps-1342_tobeimbecileweakmindedmadbemockedat-1,,ps,1342_tobeimbecileweakmindedmadbemockedat,*hll,hll,h l l,,,948,,^ h l l $,default
akkadian-1343_weakling-1,,akkadian,1343_weakling,ulālu,ulaːlu,u l aː l u,,,948,,^ u l aː l u $,default
hebrew-1344_tobeinfatuatedtomakelookfoolishpotomakeamockeryofhitpotopretendtobemadtoactlikeamadman-1,,hebrew,1344_tobeinfatuatedtomakelookfoolishpotomakeamockeryofhitpotopretendtobemadtoactlikeamadman,hll,hll,h l l,,,948,,^ h l l $,default
hebrew-1345_foolishnessblindness-1,,hebrew,1345_foolishnessblindness,hōlēlūt,hoːleːluːt,h oː l eː l uː t,,,948,,^ h oː l eː l uː t $,default
syriac-1346_aphtoscoffmocktodespisedisdaintopraise-1,,syriac,1346_aphtoscoffmocktodespisedisdaintopraise,hll,hll,h l l,,,948,,^ h l l $,default
arabic-1347_injuresottise-1,,arabic,1347_injuresottise,halhal,halhal,h a l h a l,,,948,,^ h a l h a l $,default
arabic-1348_opinionideefaussequonsefaitsurquelquechoseopinionmisconceptionwehaveaboutsomething-1,,arabic,1348_opinionideefaussequonsefaitsurquelquechoseopinionmisconceptionwehaveaboutsomething,wahl-,wahl-,w a h l,,,948,,^ w a h l - $,default
geez-1349_toridiculemockmakefunofjeerat-1,,geez,1349_toridiculemockmakefunofjeerat,hawlaya,hawlaja,h a w l a j a,,,948,,^ h a w l a j a $,default
ps-1350_tobepregnantconceive-1,,ps,1350_tobepregnantconceive,*hry,hrj,h r j,,,949,,^ h r j $,default
akkadian-1350_tobepregnantconceive-1,,akkadian,1350_tobepregnantconceive,erû,erû,e r û,,,949,,^ e r û $,default
ugaritic-1351_toconceive-1,,ugaritic,1351_toconceive,hry,hrj,h r j,,,949,,^ h r j $,default
hebrew-1352_toconceivetobepregnant-1,,hebrew,1352_toconceivetobepregnant,hry,hrj,h r j,,,949,,^ h r j $,default
ps-1353_toswellinflateespofstomach-1,,ps,1353_toswellinflateespofstomach,*ḥbṭ,ħbtˤ,ħ b tˤ,,,951,,^ ħ b tˤ $,default
akkadian-1354_tohavecrampssaidofinternalabdominalandothermuscles-1,,akkadian,1354_tohavecrampssaidofinternalabdominalandothermuscles,ebēṭu,ebeːtˤu,e b eː tˤ u,,,951,,^ e b eː tˤ u $,default
arabic-1355_tohaveaswollenbelly-1,,arabic,1355_tohaveaswollenbelly,ḥbṭ,ħbtˤ,ħ b tˤ,,,951,,^ ħ b tˤ $,default
geez-1356_boilswellingtumor-1,,geez,1356_boilswellingtumor,ḥǝbaṭ,ħǝbatˤ,ħ ə b a tˤ,,,951,,^ ħ ǝ b a tˤ $,default
geez-1357_toswelluptoblowup-1,,geez,1357_toswelluptoblowup,"ḥabaṭa, ḥabṭa",ħabatˤa,ħ a b a tˤ a,,,951,,^ ħ a b a tˤ a $,default
ps-1358_toitchscratchoneself-1,,ps,1358_toitchscratchoneself,*ḥkk,ħkk,ħ k k,,,952,,^ ħ k k $,default
akkadian-1359_toscratch-1,,akkadian,1359_toscratch,ekēku,ekeːku,e k eː k u,,,952,,^ e k eː k u $,default
hebrew-1359_toscratch-1,,hebrew,1359_toscratch,ḥākak,ħaːkak,ħ aː k a k,,,952,,^ ħ aː k a k $,default
syriac-1360_toscrapetoitch-1,,syriac,1360_toscrapetoitch,ḥkk,ħkk,ħ k k,,,952,,^ ħ k k $,default
arabic-1361_toscratchscraperubgrate-1,,arabic,1361_toscratchscraperubgrate,ḥkk,ħkk,ħ k k,,,952,,^ ħ k k $,default
geez-1362_toitchtoscratchtorub-1,,geez,1362_toitchtoscratchtorub,ḥakaka,ħakaka,ħ a k a k a,,,952,,^ ħ a k a k a $,default
ps-1363_tobeinconfinementinchildbed-1,,ps,1363_tobeinconfinementinchildbed,*ḫrš,xrʃ,x r ʃ,,,960,,^ x r ʃ $,default
akkadian-1364_imkindbettliegen-1,,akkadian,1364_imkindbettliegen,ḫarāšu,xaraːʃu,x a r aː ʃ u,,,960,,^ x a r aː ʃ u $,default
arabic-1365_femalethathasnotyetbroughtforthinthefirstperiodofherpregnancyonehavingascantyflowofmilk-1,,arabic,1365_femalethathasnotyetbroughtforthinthefirstperiodofherpregnancyonehavingascantyflowofmilk,ḫarūs-,xaruːs-,x a r uː s,,,960,,^ x a r uː s - $,default
arabic-1366_iitofeedthewomanontheoccasionofchildbirth-1,,arabic,1366_iitofeedthewomanontheoccasionofchildbirth,ḫrs,xrs,x r s,,,960,,^ x r s $,default
geez-1367_tobearachildlieinbedwhengivingbirthtoachild-1,,geez,1367_tobearachildlieinbedwhengivingbirthtoachild,ḫarasa,xarasa,x a r a s a,,,960,,^ x a r a s a $,default
geez-1368_tofeednourishtakegoodcareofsomeonebyproperlyfeedinghim-1,,geez,1368_tofeednourishtakegoodcareofsomeonebyproperlyfeedinghim,"ḫaraŝa, ḥarasa, ḫarrasa",xaraɬa,x a r a ɬ a,,,960,,^ x a r a ɬ a $,default
ps-1369_tobedeafanddumb-1,,ps,1369_tobedeafanddumb,*ḫrš,xrʃ,x r ʃ,,,961,,^ x r ʃ $,default
akkadian-1370_bindenanbinden-1,,akkadian,1370_bindenanbinden,ḫarāšu,xaraːʃu,x a r aː ʃ u,,,961,,^ x a r aː ʃ u $,default
ugaritic-1371_deaf-1,,ugaritic,1371_deaf,ḫar(r)āšu,xaraːʃu,x a r aː ʃ u,,,961,,^ x a r aː ʃ u $,default
hebrew-1372_tobedeaf-1,,hebrew,1372_tobedeaf,ḥrš,ħrʃ,ħ r ʃ,,,961,,^ ħ r ʃ $,default
syriac-1373_tobemutesilent-1,,syriac,1373_tobemutesilent,ḥrš,ħrʃ,ħ r ʃ,,,961,,^ ħ r ʃ $,default
arabic-1374_tobenumb-1,,arabic,1374_tobenumb,ḫrs,xrs,x r s,,,961,,^ x r s $,default
